time,p,q,r,phi,theta,psi,delta1,delta2,delta3,delta4
564.5,-0.000424599,0.000625566,-0.000492318,0.0998165,0.205523,-0.001718,-0.000374369,-0.000264956,0.000554636,0.00046849
564.6,-0.000421718,0.000578376,-0.000472238,0.0997654,0.205588,-0.00176089,-0.000377353,-0.000319538,0.000546624,0.000512
564.7,-0.000418338,0.000530728,-0.000451716,0.099715,0.205648,-0.00180221,-0.000380028,-0.000374717,0.000538057,0.000555864
564.8,-0.000414465,0.000482664,-0.00043077,0.0996652,0.205702,-0.00184191,-0.000382393,-0.000430445,0.000528947,0.000600043
564.9,-0.000410107,0.000434226,-0.00040942,0.0996162,0.205752,-0.00187995,-0.000384452,-0.000486673,0.000519306,0.000644499
565,-0.000405273,0.000385457,-0.000387684,0.099568,0.205797,-0.0019163,-0.000386206,-0.000543351,0.000509146,0.000689193
565.1,-0.000399972,0.000336399,-0.000365582,0.0995207,0.205837,-0.00195092,-0.000387658,-0.00060043,0.000498481,0.000734085
565.2,-0.000394215,0.000287095,-0.000343135,0.0994743,0.205871,-0.00198378,-0.000388811,-0.000657858,0.000487325,0.000779138
565.3,-0.000388011,0.00023759,-0.000320362,0.0994288,0.205901,-0.00201484,-0.000389668,-0.000715586,0.000475691,0.000824312
565.4,-0.00038137,0.000187924,-0.000297284,0.0993844,0.205925,-0.00204408,-0.000390234,-0.000773563,0.000463596,0.000869566
565.5,-0.000374306,0.000138144,-0.000273923,0.099341,0.205944,-0.00207146,-0.000390512,-0.000831737,0.000451054,0.000914863
565.6,-0.000366828,8.82904e-05,-0.000250299,0.0992987,0.205958,-0.00209695,-0.000390506,-0.000890059,0.000438081,0.000960163
565.7,-0.000358949,3.84082e-05,-0.000226434,0.0992576,0.205966,-0.00212054,-0.000390222,-0.000948476,0.000424694,0.00100543
565.8,-0.000350681,-1.14595e-05,-0.00020235,0.0992177,0.20597,-0.0021422,-0.000389663,-0.00100694,0.00041091,0.00105061
565.9,-0.000342039,-6.12692e-05,-0.000178068,0.099179,0.205968,-0.00216191,-0.000388836,-0.00106539,0.000396745,0.00109569
566,-0.000333034,-0.000110978,-0.000153611,0.0991416,0.205961,-0.00217964,-0.000387746,-0.00112379,0.000382218,0.00114061
566.1,-0.000323681,-0.000160542,-0.000129001,0.0991056,0.205949,-0.00219537,-0.000386399,-0.00118208,0.000367346,0.00118534
566.2,-0.000313995,-0.000209919,-0.000104262,0.0990709,0.205932,-0.0022091,-0.000384801,-0.00124021,0.000352148,0.00122983
566.3,-0.000303988,-0.000259065,-7.9414e-05,0.0990376,0.205909,-0.00222081,-0.000382958,-0.00129812,0.000336642,0.00127406
566.4,-0.000293677,-0.000307939,-5.44817e-05,0.0990057,0.205882,-0.00223048,-0.000380876,-0.00135578,0.000320849,0.00131798
566.5,-0.000283075,-0.000356498,-2.94875e-05,0.0989753,0.205849,-0.0022381,-0.000378564,-0.00141312,0.000304786,0.00136156
566.6,-0.0002722,-0.0004047,-4.4543e-06,0.0989464,0.205811,-0.00224366,-0.000376026,-0.00147011,0.000288474,0.00140476
566.7,-0.000261065,-0.000452503,2.05949e-05,0.0989191,0.205769,-0.00224717,-0.000373272,-0.00152668,0.000271933,0.00144753
566.8,-0.000249688,-0.000499866,4.5637e-05,0.0988932,0.205721,-0.00224861,-0.000370308,-0.00158279,0.000255182,0.00148986
566.9,-0.000238083,-0.000546749,7.06491e-05,0.098869,0.205668,-0.00224797,-0.000367143,-0.00163839,0.000238242,0.00153169
567,-0.000226268,-0.000593111,9.5608e-05,0.0988463,0.205611,-0.00224527,-0.000363782,-0.00169344,0.000221133,0.00157299
567.1,-0.000214259,-0.000638911,0.000120491,0.0988252,0.205548,-0.00224049,-0.000360236,-0.00174788,0.000203877,0.00161373
567.2,-0.000202072,-0.000684112,0.000145274,0.0988058,0.205481,-0.00223365,-0.000356511,-0.00180167,0.000186493,0.00165388
567.3,-0.000189725,-0.000728673,0.000169936,0.0987881,0.205409,-0.00222475,-0.000352617,-0.00185476,0.000169003,0.0016934
567.4,-0.000177233,-0.000772557,0.000194453,0.0987719,0.205333,-0.00221379,-0.00034856,-0.0019071,0.000151427,0.00173225
567.5,-0.000164614,-0.000815726,0.000218803,0.0987575,0.205252,-0.00220079,-0.000344351,-0.00195865,0.000133787,0.0017704
567.6,-0.000151885,-0.000858144,0.000242962,0.0987447,0.205166,-0.00218575,-0.000339997,-0.00200937,0.000116103,0.00180783
567.7,-0.000139063,-0.000899773,0.00026691,0.0987337,0.205076,-0.00216868,-0.000335507,-0.00205921,9.83966e-05,0.00184449
567.8,-0.000126165,-0.000940579,0.000290623,0.0987243,0.204982,-0.00214961,-0.000330889,-0.00210813,8.06889e-05,0.00188037
567.9,-0.000113209,-0.000980527,0.00031408,0.0987166,0.204883,-0.00212855,-0.000326153,-0.00215609,6.30005e-05,0.00191542
568,-0.00010021,-0.00101958,0.000337258,0.0987106,0.204781,-0.00210552,-0.000321307,-0.00220304,4.53524e-05,0.00194962
568.1,-8.71866e-05,-0.00105771,0.000360137,0.0987063,0.204674,-0.00208053,-0.00031636,-0.00224895,2.77653e-05,0.00198295
568.2,-7.41553e-05,-0.00109488,0.000382695,0.0987037,0.204563,-0.00205362,-0.000311321,-0.00229377,1.02599e-05,0.00201536
568.3,-6.1133e-05,-0.00113107,0.000404912,0.0987028,0.204449,-0.00202479,-0.000306199,-0.00233747,-7.14329e-06,0.00204684
568.4,-4.81365e-05,-0.00116623,0.000426766,0.0987036,0.20433,-0.00199409,-0.000301003,-0.00238,-2.4424e-05,0.00207737
568.5,-3.51826e-05,-0.00120035,0.000448238,0.098706,0.204208,-0.00196154,-0.000295741,-0.00242135,-4.15621e-05,0.0021069
568.6,-2.22876e-05,-0.00123338,0.000469307,0.0987101,0.204082,-0.00192716,-0.000290422,-0.00246146,-5.85377e-05,0.00213543
568.7,-9.46794e-06,-0.00126531,0.000489954,0.0987159,0.203953,-0.001891,-0.000285055,-0.0025003,-7.5331e-05,0.00216292
568.8,3.26016e-06,-0.00129611,0.00051016,0.0987232,0.203821,-0.00185307,-0.000279649,-0.00253784,-9.19226e-05,0.00218936
568.9,1.58807e-05,-0.00132575,0.000529906,0.0987322,0.203685,-0.00181342,-0.000274212,-0.00257406,-0.000108293,0.00221472
569,2.83781e-05,-0.0013542,0.000549173,0.0987428,0.203547,-0.00177209,-0.000268753,-0.00260891,-0.000124425,0.00223898
569.1,4.07366e-05,-0.00138145,0.000567944,0.0987549,0.203405,-0.0017291,-0.000263281,-0.00264237,-0.000140298,0.00226212
569.2,5.2941e-05,-0.00140747,0.0005862,0.0987686,0.203261,-0.00168451,-0.000257803,-0.00267441,-0.000155895,0.00228413
569.3,6.49764e-05,-0.00143224,0.000603926,0.0987838,0.203114,-0.00163834,-0.000252328,-0.002705,-0.000171197,0.00230498
569.4,7.68281e-05,-0.00145574,0.000621105,0.0988005,0.202964,-0.00159065,-0.000246864,-0.00273413,-0.000186188,0.00232466
569.5,8.84816e-05,-0.00147794,0.00063772,0.0988187,0.202812,-0.00154148,-0.00024142,-0.00276175,-0.000200851,0.00234316
569.6,9.99228e-05,-0.00149884,0.000653757,0.0988383,0.202657,-0.00149087,-0.000236002,-0.00278786,-0.000215169,0.00236045
569.7,0.000111138,-0.00151841,0.000669199,0.0988593,0.202501,-0.00143887,-0.000230619,-0.00281243,-0.000229125,0.00237653
569.8,0.000122114,-0.00153664,0.000684034,0.0988817,0.202342,-0.00138553,-0.000225278,-0.00283543,-0.000242705,0.00239138
569.9,0.000132838,-0.00155351,0.000698246,0.0989054,0.202181,-0.00133089,-0.000219987,-0.00285686,-0.000255893,0.002405
570,0.000143296,-0.00156902,0.000711823,0.0989305,0.202019,-0.00127501,-0.000214753,-0.00287668,-0.000268673,0.00241736
570.1,0.000153478,-0.00158314,0.000724751,0.0989567,0.201855,-0.00121795,-0.000209583,-0.0028949,-0.000281033,0.00242846
570.2,0.00016337,-0.00159587,0.00073702,0.0989843,0.20169,-0.00115974,-0.000204483,-0.00291148,-0.000292959,0.0024383
570.3,0.000172963,-0.0016072,0.000748617,0.0990129,0.201523,-0.00110045,-0.00019946,-0.00292642,-0.000304437,0.00244687
570.4,0.000182243,-0.00161712,0.000759532,0.0990428,0.201355,-0.00104013,-0.000194522,-0.00293971,-0.000315454,0.00245416
570.5,0.000191202,-0.00162561,0.000769753,0.0990737,0.201186,-0.000978839,-0.000189673,-0.00295134,-0.000326,0.00246016
570.6,0.000199829,-0.00163269,0.000779273,0.0991057,0.201016,-0.000916631,-0.00018492,-0.00296129,-0.000336062,0.00246487
570.7,0.000208115,-0.00163833,0.000788081,0.0991387,0.200846,-0.000853564,-0.000180268,-0.00296956,-0.000345629,0.0024683
570.8,0.00021605,-0.00164254,0.00079617,0.0991726,0.200675,-0.000789697,-0.000175724,-0.00297615,-0.000354692,0.00247043
570.9,0.000223626,-0.00164532,0.000803532,0.0992075,0.200503,-0.000725089,-0.000171292,-0.00298104,-0.000363241,0.00247127
571,0.000230835,-0.00164666,0.000810159,0.0992432,0.200331,-0.0006598,-0.000166977,-0.00298424,-0.000371267,0.00247082
571.1,0.000237669,-0.00164656,0.000816046,0.0992797,0.20016,-0.000593891,-0.000162785,-0.00298575,-0.000378761,0.00246908
571.2,0.000244121,-0.00164503,0.000821188,0.099317,0.199988,-0.000527422,-0.000158719,-0.00298556,-0.000385716,0.00246605
571.3,0.000250185,-0.00164207,0.000825579,0.099355,0.199816,-0.000460456,-0.000154784,-0.00298368,-0.000392125,0.00246174
571.4,0.000255854,-0.00163768,0.000829214,0.0993937,0.199645,-0.000393054,-0.000150984,-0.0029801,-0.000397981,0.00245616
571.5,0.000261123,-0.00163186,0.000832092,0.099433,0.199474,-0.000325278,-0.000147322,-0.00297485,-0.000403279,0.0024493
571.6,0.000265987,-0.00162463,0.000834208,0.0994728,0.199303,-0.000257193,-0.000143803,-0.00296791,-0.000408014,0.00244118
571.7,0.000270441,-0.00161599,0.00083556,0.0995132,0.199134,-0.00018886,-0.000140428,-0.00295929,-0.000412181,0.00243181
571.8,0.000274483,-0.00160595,0.000836149,0.099554,0.198965,-0.000120344,-0.000137202,-0.00294902,-0.000415777,0.00242119
571.9,0.000278107,-0.00159453,0.000835972,0.0995952,0.198798,-5.17069e-05,-0.000134127,-0.00293709,-0.000418798,0.00240934
572,0.000281312,-0.00158172,0.000835029,0.0996367,0.198631,1.69866e-05,-0.000131204,-0.00292352,-0.000421242,0.00239626
572.1,0.000284096,-0.00156755,0.000833322,0.0996785,0.198466,8.56733e-05,-0.000128437,-0.00290832,-0.000423108,0.00238198
572.2,0.000286455,-0.00155202,0.000830852,0.0997206,0.198303,0.000154289,-0.000125826,-0.0028915,-0.000424394,0.0023665
572.3,0.00028839,-0.00153516,0.000827622,0.0997628,0.198141,0.000222771,-0.000123374,-0.00287309,-0.000425101,0.00234984
572.4,0.0002899,-0.00151697,0.000823633,0.0998051,0.197981,0.000291056,-0.000121081,-0.0028531,-0.000425228,0.00233201
572.5,0.000290985,-0.00149749,0.00081889,0.0998476,0.197823,0.00035908,-0.000118949,-0.00283154,-0.000424777,0.00231304
572.6,0.000291645,-0.00147671,0.000813396,0.09989,0.197667,0.00042678,-0.000116978,-0.00280845,-0.000423748,0.00229293
572.7,0.000291881,-0.00145467,0.000807158,0.0999324,0.197513,0.000494094,-0.000115169,-0.00278383,-0.000422146,0.00227172
572.8,0.000291694,-0.00143138,0.00080018,0.0999747,0.197361,0.000560959,-0.000113521,-0.00275772,-0.000419972,0.00224941
572.9,0.000291088,-0.00140687,0.000792469,0.100017,0.197212,0.000627314,-0.000112035,-0.00273013,-0.00041723,0.00222603
573,0.000290064,-0.00138116,0.000784032,0.100059,0.197065,0.000693097,-0.00011071,-0.00270109,-0.000413925,0.0022016
573.1,0.000288626,-0.00135426,0.000774876,0.1001,0.196922,0.000758247,-0.000109545,-0.00267063,-0.000410062,0.00217614
573.2,0.000286776,-0.00132622,0.00076501,0.100142,0.196781,0.000822704,-0.00010854,-0.00263878,-0.000405646,0.00214968
573.3,0.000284521,-0.00129704,0.000754443,0.100183,0.196642,0.000886409,-0.000107692,-0.00260557,-0.000400684,0.00212224
573.4,0.000281863,-0.00126677,0.000743185,0.100223,0.196507,0.000949303,-0.000107002,-0.00257101,-0.000395182,0.00209385
573.5,0.000278809,-0.00123541,0.000731246,0.100264,0.196376,0.00101133,-0.000106466,-0.00253516,-0.000389148,0.00206453
573.6,0.000275364,-0.00120302,0.000718637,0.100303,0.196247,0.00107242,-0.000106083,-0.00249804,-0.00038259,0.0020343
573.7,0.000271534,-0.0011696,0.000705369,0.100342,0.196122,0.00113254,-0.000105851,-0.00245967,-0.000375517,0.0020032
573.8,0.000267326,-0.0011352,0.000691455,0.100381,0.196,0.00119161,-0.000105767,-0.00242011,-0.000367937,0.00197126
573.9,0.000262747,-0.00109985,0.000676907,0.100419,0.195882,0.0012496,-0.000105829,-0.00237938,-0.000359862,0.00193849
574,0.000257804,-0.00106357,0.000661739,0.100456,0.195768,0.00130643,-0.000106033,-0.00233752,-0.0003513,0.00190494
574.1,0.000252506,-0.0010264,0.000645964,0.100492,0.195657,0.00136207,-0.000106376,-0.00229456,-0.000342264,0.00187063
574.2,0.00024686,-0.000988371,0.000629598,0.100527,0.195551,0.00141645,-0.000106855,-0.00225055,-0.000332765,0.00183559
574.3,0.000240877,-0.00094952,0.000612655,0.100562,0.195448,0.00146954,-0.000107467,-0.00220553,-0.000322814,0.00179985
574.4,0.000234564,-0.00090988,0.00059515,0.100596,0.195349,0.00152127,-0.000108207,-0.00215953,-0.000312424,0.00176345
574.5,0.000227932,-0.000869486,0.000577101,0.100629,0.195255,0.00157161,-0.000109071,-0.0021126,-0.000301608,0.00172642
574.6,0.000220991,-0.000828375,0.000558523,0.100661,0.195165,0.0016205,-0.000110056,-0.00206478,-0.000290379,0.00168879
574.7,0.000213751,-0.000786582,0.000539433,0.100692,0.195079,0.0016679,-0.000111157,-0.00201611,-0.000278752,0.00165059
574.8,0.000206222,-0.000744147,0.000519849,0.100722,0.194997,0.00171377,-0.000112369,-0.00196664,-0.000266741,0.00161186
574.9,0.000198417,-0.000701105,0.00049979,0.10075,0.19492,0.00175807,-0.000113687,-0.0019164,-0.00025436,0.00157264
575,0.000190346,-0.000657495,0.000479273,0.100778,0.194848,0.00180075,-0.000115108,-0.00186545,-0.000241624,0.00153295
575.1,0.000182022,-0.000613357,0.000458317,0.100805,0.19478,0.00184177,-0.000116625,-0.00181382,-0.00022855,0.00149283
575.2,0.000173455,-0.000568728,0.000436942,0.10083,0.194717,0.0018811,-0.000118233,-0.00176157,-0.000215153,0.00145232
575.3,0.000164659,-0.000523649,0.000415168,0.100854,0.194658,0.0019187,-0.000119927,-0.00170875,-0.000201449,0.00141145
575.4,0.000155647,-0.000478159,0.000393013,0.100877,0.194604,0.00195454,-0.000121703,-0.00165539,-0.000187455,0.00137026
575.5,0.00014643,-0.000432299,0.0003705,0.100899,0.194555,0.00198858,-0.000123553,-0.00160154,-0.000173187,0.00132879
575.6,0.000137023,-0.000386109,0.000347648,0.100919,0.194511,0.00202079,-0.000125473,-0.00154726,-0.000158664,0.00128706
575.7,0.000127438,-0.000339629,0.000324478,0.100938,0.194471,0.00205114,-0.000127456,-0.00149259,-0.000143902,0.00124513
575.8,0.000117689,-0.000292901,0.000301013,0.100956,0.194437,0.00207961,-0.000129497,-0.00143758,-0.000128919,0.00120302
575.9,0.00010779,-0.000245965,0.000277273,0.100973,0.194407,0.00210616,-0.00013159,-0.00138228,-0.000113733,0.00116077
576,9.77548e-05,-0.000198864,0.00025328,0.100988,0.194382,0.00213077,-0.000133729,-0.00132673,-9.83622e-05,0.00111842
576.1,8.75968e-05,-0.000151637,0.000229057,0.101001,0.194362,0.00215343,-0.000135907,-0.00127099,-8.28248e-05,0.00107601
576.2,7.73307e-05,-0.000104328,0.000204625,0.101013,0.194347,0.0021741,-0.000138119,-0.0012151,-6.71394e-05,0.00103357
576.3,6.69706e-05,-5.69762e-05,0.000180008,0.101024,0.194337,0.00219277,-0.000140358,-0.00115912,-5.13246e-05,0.000991133
576.4,5.6531e-05,-9.62422e-06,0.000155227,0.101034,0.194332,0.00220942,-0.000142619,-0.0011031,-3.53992e-05,0.000948746
576.5,4.60262e-05,3.76869e-05,0.000130306,0.101042,0.194332,0.00222404,-0.000144894,-0.00104707,-1.9382e-05,0.000906441
576.6,3.54709e-05,8.49157e-05,0.000105268,0.101048,0.194337,0.00223662,-0.000147177,-0.000991098,-3.29203e-06,0.000864256
576.7,2.48797e-05,0.000132021,8.0136e-05,0.101053,0.194347,0.00224713,-0.000149463,-0.000935226,1.28517e-05,0.000822226
576.8,1.4267e-05,0.000178962,5.49326e-05,0.101057,0.194362,0.00225558,-0.000151745,-0.000879505,2.90302e-05,0.000780389
576.9,3.64763e-06,0.000225697,2.96814e-05,0.101059,0.194382,0.00226195,-0.000154016,-0.000823983,4.52243e-05,0.000738779
577,-6.9639e-06,0.000272186,4.40554e-06,0.10106,0.194406,0.00226624,-0.000156271,-0.000768708,6.14149e-05,0.000697434
577.1,-1.7553e-05,0.000318389,-2.08716e-05,0.101059,0.194436,0.00226844,-0.000158503,-0.00071373,7.75831e-05,0.000656388
577.2,-2.81051e-05,0.000364265,-4.61267e-05,0.101056,0.19447,0.00226855,-0.000160706,-0.000659096,9.37097e-05,0.000615677
577.3,-3.86057e-05,0.000409775,-7.13366e-05,0.101053,0.194509,0.00226658,-0.000162874,-0.000604854,0.000109776,0.000575335
577.4,-4.90404e-05,0.000454879,-9.64779e-05,0.101048,0.194553,0.00226251,-0.000165001,-0.000551051,0.000125763,0.000535398
577.5,-5.93948e-05,0.000499538,-0.000121528,0.101041,0.194601,0.00225637,-0.00016708,-0.000497735,0.000141651,0.000495899
577.6,-6.96549e-05,0.000543713,-0.000146462,0.101033,0.194655,0.00224814,-0.000169106,-0.000444952,0.000157424,0.000456872
577.7,-7.98065e-05,0.000587367,-0.00017126,0.101023,0.194713,0.00223784,-0.000171074,-0.000392748,0.00017306,0.000418351
577.8,-8.98356e-05,0.000630462,-0.000195896,0.101013,0.194775,0.00222549,-0.000172976,-0.000341168,0.000188544,0.000380368
577.9,-9.97285e-05,0.00067296,-0.000220349,0.101,0.194842,0.00221108,-0.000174809,-0.000290258,0.000203856,0.000342955
578,-0.000109472,0.000714826,-0.000244597,0.100987,0.194913,0.00219464,-0.000176565,-0.000240061,0.000218978,0.000306145
578.1,-0.000119052,0.000756022,-0.000268616,0.100972,0.194989,0.00217617,-0.00017824,-0.000190621,0.000233893,0.000269968
578.2,-0.000128455,0.000796514,-0.000292384,0.100955,0.195069,0.0021557,-0.000179828,-0.000141981,0.000248583,0.000234455
578.3,-0.00013767,0.000836268,-0.000315881,0.100938,0.195153,0.00213324,-0.000181325,-9.41835e-05,0.000263032,0.000199635
578.4,-0.000146682,0.000875248,-0.000339083,0.100919,0.195242,0.00210882,-0.000182725,-4.72692e-05,0.000277222,0.00016554
578.5,-0.00015548,0.000913422,-0.00036197,0.100899,0.195334,0.00208245,-0.000184024,-1.27905e-06,0.000291137,0.000132196
578.6,-0.000164051,0.000950757,-0.000384521,0.100877,0.195431,0.00205417,-0.000185216,4.37474e-05,0.00030476,9.96314e-05
578.7,-0.000172384,0.000987222,-0.000406714,0.100854,0.195531,0.00202399,-0.000186297,8.77713e-05,0.000318076,6.78744e-05
578.8,-0.000180467,0.00102279,-0.00042853,0.100831,0.195635,0.00199195,-0.000187264,0.000130755,0.000331069,3.69511e-05
578.9,-0.000188288,0.00105742,-0.000449948,0.100805,0.195743,0.00195807,-0.000188111,0.000172661,0.000343724,6.88716e-06
579,-0.000195837,0.00109109,-0.000470948,0.100779,0.195855,0.00192238,-0.000188834,0.000213453,0.000356026,-2.22924e-05
579.1,-0.000203103,0.00112377,-0.000491512,0.100752,0.19597,0.00188493,-0.000189431,0.000253098,0.000367961,-5.05634e-05
579.2,-0.000210077,0.00115543,-0.000511619,0.100724,0.196088,0.00184574,-0.000189898,0.00029156,0.000379515,-7.79026e-05
579.3,-0.000216747,0.00118605,-0.000531252,0.100694,0.19621,0.00180484,-0.00019023,0.000328807,0.000390673,-0.000104287
579.4,-0.000223105,0.0012156,-0.000550393,0.100664,0.196335,0.00176229,-0.000190426,0.000364807,0.000401425,-0.000129696
579.5,-0.000229142,0.00124406,-0.000569024,0.100633,0.196463,0.00171811,-0.000190481,0.000399529,0.000411756,-0.000154108
579.6,-0.000234849,0.0012714,-0.000587127,0.100601,0.196594,0.00167234,-0.000190394,0.000432945,0.000421654,-0.000177503
579.7,-0.000240217,0.0012976,-0.000604687,0.100568,0.196728,0.00162504,-0.000190162,0.000465025,0.000431109,-0.000199862
579.8,-0.00024524,0.00132263,-0.000621686,0.100534,0.196864,0.00157624,-0.000189782,0.000495743,0.000440108,-0.000221168
579.9,-0.000249909,0.00134648,-0.000638109,0.100499,0.197003,0.00152599,-0.000189253,0.000525073,0.000448642,-0.000241403
580,-0.000254217,0.00136914,-0.000653942,0.100464,0.197145,0.00147433,-0.000188574,0.00055299,0.0004567,-0.000260551
580.1,-0.000258159,0.00139056,-0.000669169,0.100428,0.197289,0.00142132,-0.000187741,0.000579471,0.000464273,-0.000278597
580.2,-0.000261728,0.00141076,-0.000683777,0.100391,0.197435,0.001367,-0.000186755,0.000604494,0.000471352,-0.000295526
580.3,-0.000264919,0.00142969,-0.000697752,0.100354,0.197583,0.00131142,-0.000185614,0.000628038,0.000477929,-0.000311326
580.4,-0.000267727,0.00144736,-0.000711081,0.100316,0.197733,0.00125464,-0.000184318,0.000650084,0.000483996,-0.000325984
580.5,-0.000270147,0.00146374,-0.000723753,0.100278,0.197885,0.0011967,-0.000182866,0.000670614,0.000489545,-0.000339488
580.6,-0.000272175,0.00147882,-0.000735755,0.100239,0.198039,0.00113767,-0.000181257,0.00068961,0.00049457,-0.00035183
580.7,-0.000273807,0.0014926,-0.000747076,0.1002,0.198194,0.00107759,-0.000179493,0.000707059,0.000499066,-0.000362999
580.8,-0.000275042,0.00150505,-0.000757706,0.100161,0.198351,0.00101652,-0.000177573,0.000722945,0.000503026,-0.000372987
580.9,-0.000275875,0.00151618,-0.000767636,0.100121,0.198509,0.000954519,-0.000175497,0.000737256,0.000506446,-0.000381788
581,-0.000276305,0.00152597,-0.000776856,0.100081,0.198668,0.000891646,-0.000173268,0.000749981,0.000509322,-0.000389395
581.1,-0.000276331,0.00153442,-0.000785359,0.100041,0.198828,0.000827957,-0.000170885,0.00076111,0.00051165,-0.000395802
581.2,-0.000275951,0.00154151,-0.000793135,0.1,0.198989,0.000763514,-0.00016835,0.000770635,0.000513428,-0.000401008
581.3,-0.000275166,0.00154725,-0.000800178,0.0999601,0.19915,0.000698375,-0.000165666,0.000778549,0.000514653,-0.000405007
581.4,-0.000273975,0.00155163,-0.000806483,0.0999196,0.199313,0.000632601,-0.000162833,0.000784847,0.000515323,-0.000407798
581.5,-0.000272378,0.00155465,-0.000812042,0.0998791,0.199475,0.000566253,-0.000159854,0.000789525,0.000515438,-0.000409381
581.6,-0.000270378,0.00155631,-0.000816851,0.0998387,0.199638,0.000499395,-0.000156731,0.000792579,0.000514997,-0.000409756
581.7,-0.000267976,0.00155661,-0.000820907,0.0997985,0.199801,0.000432087,-0.000153468,0.00079401,0.000514001,-0.000408923
581.8,-0.000265173,0.00155554,-0.000824204,0.0997584,0.199964,0.000364393,-0.000150067,0.000793816,0.00051245,-0.000406886
581.9,-0.000261973,0.00155312,-0.000826741,0.0997185,0.200127,0.000296377,-0.000146531,0.000792001,0.000510346,-0.000403647
582,-0.000258378,0.00154934,-0.000828515,0.0996789,0.20029,0.000228101,-0.000142864,0.000788566,0.000507692,-0.000399211
582.1,-0.000254393,0.00154421,-0.000829525,0.0996396,0.200452,0.00015963,-0.00013907,0.000783517,0.00050449,-0.000393584
582.2,-0.000250022,0.00153774,-0.00082977,0.0996007,0.200613,9.10276e-05,-0.000135153,0.00077686,0.000500743,-0.000386771
582.3,-0.000245269,0.00152993,-0.00082925,0.0995623,0.200774,2.23581e-05,-0.000131116,0.000768602,0.000496456,-0.00037878
582.4,-0.000240141,0.00152079,-0.000827966,0.0995243,0.200934,-4.63142e-05,-0.000126964,0.000758752,0.000491634,-0.00036962
582.5,-0.000234642,0.00151033,-0.000825919,0.0994869,0.201093,-0.000114925,-0.000122703,0.00074732,0.000486282,-0.0003593
582.6,-0.000228778,0.00149857,-0.000823111,0.09945,0.201251,-0.00018341,-0.000118336,0.000734318,0.000480406,-0.00034783
582.7,-0.000222558,0.0014855,-0.000819545,0.0994138,0.201408,-0.000251706,-0.00011387,0.000719759,0.000474012,-0.000335222
582.8,-0.000215987,0.00147116,-0.000815225,0.0993783,0.201563,-0.000319748,-0.000109309,0.000703657,0.000467108,-0.000321489
582.9,-0.000209074,0.00145554,-0.000810155,0.0993434,0.201717,-0.000387472,-0.000104659,0.000686029,0.000459702,-0.000306643
583,-0.000201826,0.00143867,-0.00080434,0.0993094,0.201869,-0.000454815,-9.99264e-05,0.00066689,0.000451802,-0.000290699
583.1,-0.000194253,0.00142056,-0.000797785,0.0992762,0.202019,-0.000521715,-9.51163e-05,0.00064626,0.000443417,-0.000273672
583.2,-0.000186363,0.00140123,-0.000790497,0.0992438,0.202167,-0.000588108,-9.02352e-05,0.000624158,0.000434556,-0.000255579
583.3,-0.000178167,0.00138069,-0.000782483,0.0992124,0.202313,-0.000653932,-8.52895e-05,0.000600605,0.000425231,-0.000236436
583.4,-0.000169673,0.00135897,-0.000773751,0.0991819,0.202457,-0.000719125,-8.02857e-05,0.000575624,0.00041545,-0.000216261
583.5,-0.000160892,0.00133609,-0.000764308,0.0991524,0.202599,-0.000783628,-7.52306e-05,0.000549237,0.000405226,-0.000195074
583.6,-0.000151835,0.00131207,-0.000754165,0.0991239,0.202738,-0.000847378,-7.0131e-05,0.00052147,0.000394571,-0.000172893
583.7,-0.000142513,0.00128692,-0.00074333,0.0990965,0.202875,-0.000910317,-6.49939e-05,0.000492349,0.000383496,-0.000149739
583.8,-0.000132938,0.00126068,-0.000731815,0.0990702,0.203009,-0.000972386,-5.98265e-05,0.0004619,0.000372015,-0.000125634
583.9,-0.000123121,0.00123336,-0.000719629,0.0990451,0.20314,-0.00103353,-5.46362e-05,0.000430152,0.00036014,-0.0001006
584,-0.000113075,0.001205,-0.000706785,0.0990211,0.203269,-0.00109368,-4.94303e-05,0.000397135,0.000347885,-7.46594e-05
584.1,-0.000102811,0.00117562,-0.000693295,0.0989984,0.203394,-0.00115279,-4.42163e-05,0.000362877,0.000335265,-4.78358e-05
584.2,-9.23441e-05,0.00114524,-0.000679172,0.0989769,0.203516,-0.00121081,-3.90019e-05,0.000327412,0.000322294,-2.01538e-05
584.3,-8.16858e-05,0.0011139,-0.000664428,0.0989567,0.203635,-0.00126767,-3.37949e-05,0.000290772,0.000308986,8.36155e-06
584.4,-7.08501e-05,0.00108161,-0.000649079,0.0989378,0.203751,-0.00132334,-2.86031e-05,0.000252989,0.000295359,3.76845e-05
584.5,-5.98505e-05,0.00104842,-0.000633138,0.0989203,0.203864,-0.00137774,-2.34344e-05,0.0002141,0.000281426,6.77887e-05
584.6,-4.87012e-05,0.00101435,-0.000616621,0.0989041,0.203972,-0.00143084,-1.82966e-05,0.000174138,0.000267205,9.86469e-05
584.7,-3.74162e-05,0.000979432,-0.000599544,0.0988893,0.204078,-0.00148258,-1.31979e-05,0.000133141,0.000252712,0.000130232
584.8,-2.60099e-05,0.000943697,-0.000581922,0.098876,0.204179,-0.00153292,-8.14637e-06,9.11459e-05,0.000237964,0.000162514
584.9,-1.44971e-05,0.000907176,-0.000563772,0.098864,0.204277,-0.0015818,-3.14999e-06,4.81905e-05,0.000222978,0.000195466
