time,p,q,r,phi,theta,psi,delta1,delta2,delta3,delta4
78.1,0.0151129,-0.0370322,0.0270234,0.158821,0.283599,-0.0464812,0.00562142,-0.0463724,-0.0215781,0.032275
78.2,0.0144512,-0.0376648,0.0275042,0.160906,0.279478,-0.0442982,0.0049429,-0.0471799,-0.0211424,0.0327928
78.3,0.0137689,-0.0382617,0.0279598,0.162922,0.275284,-0.0420889,0.0042547,-0.0479457,-0.0206798,0.0332795
78.4,0.0130668,-0.0388224,0.0283898,0.164866,0.271022,-0.0398552,0.00355748,-0.048669,-0.0201907,0.0337346
78.5,0.0123458,-0.0393462,0.0287941,0.166736,0.266695,-0.0375993,0.00285191,-0.0493492,-0.0196758,0.0341577
78.6,0.0116066,-0.0398328,0.0291722,0.168529,0.262308,-0.035323,0.0021387,-0.0499855,-0.0191358,0.0345483
78.7,0.0108502,-0.0402817,0.0295241,0.170242,0.257865,-0.0330283,0.00141854,-0.0505774,-0.0185714,0.0349061
78.8,0.0100775,-0.0406924,0.0298495,0.171873,0.25337,-0.0307171,0.000692165,-0.0511243,-0.0179834,0.0352308
78.9,0.0092894,-0.0410647,0.0301483,0.173419,0.248828,-0.0283911,-3.97079e-05,-0.0516255,-0.0173724,0.035522
79,0.00848685,-0.0413981,0.0304202,0.174878,0.244242,-0.0260522,-0.000776335,-0.0520807,-0.0167394,0.0357795
79.1,0.00767083,-0.0416924,0.0306651,0.176249,0.239618,-0.0237021,-0.00151697,-0.0524894,-0.0160851,0.036003
79.2,0.00684233,-0.0419474,0.030883,0.17753,0.23496,-0.0213426,-0.00226085,-0.052851,-0.0154105,0.0361924
79.3,0.00600237,-0.0421627,0.0310737,0.178718,0.230272,-0.0189752,-0.00300722,-0.0531652,-0.0147165,0.0363476
79.4,0.00515196,-0.0423383,0.0312371,0.179812,0.225559,-0.0166015,-0.00375529,-0.0534317,-0.0140039,0.0364684
79.5,0.00429216,-0.042474,0.0313733,0.18081,0.220826,-0.0142233,-0.0045043,-0.0536501,-0.0132738,0.0365548
79.6,0.00342402,-0.0425697,0.0314821,0.181712,0.216077,-0.011842,-0.00525347,-0.0538201,-0.0125272,0.0366067
79.7,0.00254859,-0.0426253,0.0315636,0.182516,0.211316,-0.00945916,-0.00600199,-0.0539416,-0.011765,0.0366241
79.8,0.00166697,-0.0426408,0.0316178,0.183221,0.20655,-0.00707626,-0.00674909,-0.0540144,-0.0109883,0.0366071
79.9,0.000780226,-0.0426163,0.0316446,0.183826,0.201781,-0.00469478,-0.00749396,-0.0540383,-0.010198,0.0365558
80,-0.000110549,-0.0425517,0.0316442,0.184331,0.197015,-0.00231617,-0.00823581,-0.0540132,-0.00939539,0.0364703
80.1,-0.00100426,-0.0424473,0.0316165,0.184735,0.192257,5.81541e-05,-0.00897384,-0.0539391,-0.0085814,0.0363508
80.2,-0.00189981,-0.0423031,0.0315617,0.185036,0.187511,0.00242677,-0.00970726,-0.053816,-0.00775714,0.0361974
80.3,-0.00279611,-0.0421193,0.0314799,0.185236,0.182782,0.00478829,-0.0104353,-0.0536439,-0.00692372,0.0360104
80.4,-0.00369206,-0.0418962,0.0313712,0.185334,0.178074,0.00714133,-0.011157,-0.053423,-0.00608223,0.0357901
80.5,-0.00458656,-0.0416339,0.0312357,0.18533,0.173392,0.00948451,-0.0118718,-0.0531533,-0.00523379,0.0355368
80.6,-0.00547853,-0.0413328,0.0310736,0.185224,0.168741,0.0118165,-0.0125787,-0.0528352,-0.00437952,0.0352508
80.7,-0.00636688,-0.0409933,0.0308851,0.185016,0.164125,0.0141358,-0.0132771,-0.0524687,-0.00352054,0.0349325
80.8,-0.00725053,-0.0406157,0.0306703,0.184706,0.159548,0.0164412,-0.0139661,-0.0520543,-0.00265796,0.0345823
80.9,-0.00812843,-0.0402003,0.0304295,0.184296,0.155015,0.0187313,-0.0146449,-0.0515922,-0.0017929,0.0342006
81,-0.0089995,-0.0397478,0.0301629,0.183785,0.150531,0.0210046,-0.0153127,-0.0510828,-0.000926486,0.033788
81.1,-0.0098627,-0.0392584,0.0298707,0.183176,0.146099,0.0232599,-0.0159689,-0.0505266,-5.98248e-05,0.033345
81.2,-0.010717,-0.0387328,0.0295532,0.182467,0.141725,0.0254957,-0.0166125,-0.0499241,0.000805978,0.0328719
81.3,-0.0115614,-0.0381716,0.0292107,0.181661,0.137411,0.0277106,-0.0172429,-0.0492758,0.00166982,0.0323696
81.4,-0.0123949,-0.0375752,0.0288435,0.180759,0.133162,0.0299033,-0.0178594,-0.0485823,0.00253063,0.0318384
81.5,-0.0132164,-0.0369444,0.0284519,0.179762,0.128983,0.0320722,-0.0184611,-0.0478442,0.00338731,0.0312791
81.6,-0.0140251,-0.0362797,0.0280363,0.178672,0.124877,0.0342159,-0.0190474,-0.0470622,0.00423882,0.0306923
81.7,-0.01482,-0.0355819,0.027597,0.177489,0.120848,0.036333,-0.0196176,-0.046237,0.00508409,0.0300787
81.8,-0.0156001,-0.0348517,0.0271343,0.176215,0.1169,0.038422,-0.0201709,-0.0453695,0.0059221,0.0294389
81.9,-0.0163646,-0.0340898,0.0266487,0.174853,0.113036,0.0404815,-0.0207066,-0.0444603,0.00675184,0.0287736
82,-0.0171126,-0.0332971,0.0261406,0.173405,0.10926,0.0425098,-0.0212242,-0.0435105,0.00757231,0.0280836
82.1,-0.0178431,-0.0324742,0.0256105,0.171871,0.105576,0.0445054,-0.0217229,-0.0425208,0.00838254,0.0273697
82.2,-0.0185555,-0.0316221,0.0250586,0.170254,0.101987,0.0464668,-0.0222021,-0.0414924,0.00918158,0.0266326
82.3,-0.0192489,-0.0307416,0.0244857,0.168556,0.0984957,0.0483925,-0.0226612,-0.040426,0.00996849,0.0258731
82.4,-0.0199225,-0.0298336,0.023892,0.16678,0.0951057,0.0502808,-0.0230996,-0.0393229,0.0107424,0.0250919
82.5,-0.0205755,-0.028899,0.0232781,0.164928,0.09182,0.0521302,-0.0235167,-0.038184,0.0115024,0.02429
82.6,-0.0212073,-0.0279388,0.0226446,0.163002,0.0886414,0.053939,-0.0239119,-0.0370105,0.0122476,0.0234682
82.7,-0.0218172,-0.0269538,0.021992,0.161004,0.0855727,0.0557055,-0.0242848,-0.0358035,0.0129773,0.0226272
82.8,-0.0224045,-0.0259451,0.0213208,0.158938,0.0826165,0.0574283,-0.0246347,-0.0345643,0.0136906,0.021768
82.9,-0.0229685,-0.0249137,0.0206316,0.156805,0.0797754,0.0591055,-0.0249613,-0.033294,0.0143867,0.0208913
83,-0.0235087,-0.0238605,0.019925,0.154609,0.0770517,0.0607356,-0.025264,-0.031994,0.015065,0.0199982
83.1,-0.0240246,-0.0227867,0.0192016,0.152352,0.0744477,0.0623168,-0.0255424,-0.0306654,0.0157247,0.0190894
83.2,-0.0245155,-0.0216932,0.0184621,0.150037,0.0719654,0.0638476,-0.0257961,-0.0293097,0.0163652,0.0181658
83.3,-0.0249811,-0.0205812,0.017707,0.147667,0.0696068,0.0653263,-0.0260247,-0.0279282,0.0169858,0.0172284
83.4,-0.0254207,-0.0194516,0.0169371,0.145244,0.0673738,0.0667511,-0.0262278,-0.0265222,0.0175859,0.016278
83.5,-0.0258341,-0.0183057,0.016153,0.142772,0.065268,0.0681205,-0.0264052,-0.0250932,0.0181649,0.0153155
83.6,-0.0262207,-0.0171444,0.0153554,0.140254,0.063291,0.0694329,-0.0265564,-0.0236426,0.0187223,0.0143419
83.7,-0.0265803,-0.0159689,0.0145451,0.137692,0.0614442,0.0706866,-0.0266813,-0.0221718,0.0192576,0.013358
83.8,-0.0269125,-0.0147803,0.0137227,0.135089,0.0597288,0.0718799,-0.0267796,-0.0206824,0.0197704,0.0123647
83.9,-0.027217,-0.0135798,0.012889,0.13245,0.058146,0.0730114,-0.0268512,-0.0191758,0.0202601,0.0113629
84,-0.0274936,-0.0123685,0.0120447,0.129775,0.0566967,0.0740795,-0.0268957,-0.0176534,0.0207263,0.0103536
84.1,-0.0277419,-0.0111475,0.0111906,0.12707,0.0553818,0.0750827,-0.0269131,-0.0161169,0.0211688,0.00933765
84.2,-0.0279619,-0.00991791,0.0103276,0.124336,0.054202,0.0760194,-0.0269033,-0.0145678,0.0215871,0.00831591
84.3,-0.0281533,-0.00868096,0.00945629,0.121577,0.0531577,0.0768883,-0.0268662,-0.0130075,0.021981,0.0072893
84.4,-0.0283161,-0.00743775,0.00857761,0.118795,0.0522495,0.0776879,-0.0268018,-0.0114377,0.0223502,0.00625871
84.5,-0.0284501,-0.00618944,0.00769235,0.115995,0.0514775,0.0784169,-0.02671,-0.00985995,0.0226944,0.00522502
84.6,-0.0285552,-0.00493717,0.00680132,0.113178,0.0508419,0.0790741,-0.0265909,-0.00827574,0.0230134,0.00418912
84.7,-0.0286315,-0.00368208,0.00590538,0.110348,0.0503428,0.0796581,-0.0264445,-0.00668667,0.0233071,0.00315189
84.8,-0.0286789,-0.00242532,0.00500537,0.107508,0.0499799,0.0801678,-0.026271,-0.00509431,0.0235753,0.00211418
84.9,-0.0286974,-0.00116801,0.00410214,0.104661,0.049753,0.0806021,-0.0260704,-0.00350021,0.0238179,0.00107686
85,-0.0286871,8.86946e-05,0.00319657,0.10181,0.0496617,0.0809599,-0.0258429,-0.00190595,0.0240348,4.07779e-05
85.1,-0.0286481,0.00134369,0.00228951,0.0989569,0.0497055,0.0812403,-0.0255887,-0.000313071,0.0242259,-0.000993211
85.2,-0.0285805,0.00259585,0.00138186,0.0961055,0.0498836,0.0814424,-0.0253081,0.00127687,0.0243913,-0.00202427
85.3,-0.0284845,0.00384407,0.000474499,0.0932584,0.0501954,0.0815654,-0.0250012,0.00286232,0.0245308,-0.00305158
85.4,-0.0283601,0.00508725,-0.000431695,0.0904183,0.0506398,0.0816085,-0.0246684,0.00444177,0.0246446,-0.00407432
85.5,-0.0282077,0.00632429,-0.00133583,0.087588,0.051216,0.0815711,-0.02431,0.00601368,0.0247326,-0.00509167
85.6,-0.0280273,0.00755414,-0.00223701,0.0847702,0.0519227,0.0814526,-0.0239263,0.00757656,0.024795,-0.00610284
85.7,-0.0278193,0.00877571,-0.00313434,0.0819674,0.0527587,0.0812527,-0.0235178,0.00912891,0.0248318,-0.00710703
85.8,-0.0275839,0.00998796,-0.00402693,0.0791822,0.0537227,0.0809709,-0.0230848,0.0106693,0.0248432,-0.00810348
85.9,-0.0273215,0.0111898,-0.00491388,0.0764172,0.0548131,0.0806069,-0.0226278,0.0121962,0.0248293,-0.00909142
86,-0.0270322,0.0123803,-0.00579431,0.0736748,0.0560284,0.0801606,-0.0221473,0.0137082,0.0247902,-0.0100701
86.1,-0.0267165,0.0135585,-0.00666732,0.0709574,0.0573669,0.079632,-0.0216437,0.0152039,0.0247262,-0.0110387
86.2,-0.0263748,0.0147232,-0.00753204,0.0682674,0.058827,0.0790211,-0.0211175,0.0166819,0.0246374,-0.0119966
86.3,-0.0260073,0.0158736,-0.00838757,0.065607,0.0604066,0.0783279,-0.0205693,0.0181409,0.024524,-0.012943
86.4,-0.0256145,0.0170086,-0.00923305,0.0629784,0.0621039,0.0775528,-0.0199998,0.0195795,0.0243863,-0.0138773
86.5,-0.0251968,0.0181274,-0.0100676,0.0603839,0.0639168,0.0766962,-0.0194093,0.0209964,0.0242245,-0.0147987
86.6,-0.0247546,0.019229,-0.0108904,0.0578256,0.0658433,0.0757585,-0.0187987,0.0223903,0.024039,-0.0157065
86.7,-0.0242884,0.0203126,-0.0117005,0.0553054,0.067881,0.0747402,-0.0181684,0.0237601,0.0238298,-0.0166001
86.8,-0.0237986,0.0213772,-0.0124972,0.0528254,0.0700278,0.0736421,-0.0175192,0.0251043,0.0235974,-0.0174789
86.9,-0.0232857,0.022422,-0.0132796,0.0503875,0.0722813,0.0724649,-0.0168518,0.0264219,0.0233421,-0.0183421
87,-0.0227502,0.0234461,-0.0140469,0.0479935,0.0746391,0.0712096,-0.0161668,0.0277118,0.0230641,-0.0191892
87.1,-0.0221926,0.0244488,-0.0147982,0.0456454,0.0770987,0.0698771,-0.0154648,0.0289727,0.0227637,-0.0200195
87.2,-0.0216135,0.0254292,-0.0155329,0.0433448,0.0796576,0.0684686,-0.0147468,0.0302036,0.0224414,-0.0208325
87.3,-0.0210133,0.0263866,-0.0162501,0.0410935,0.0823131,0.0669854,-0.0140133,0.0314035,0.0220975,-0.0216275
87.4,-0.0203925,0.0273202,-0.0169491,0.0388931,0.0850627,0.0654286,-0.0132651,0.0325713,0.0217323,-0.0224041
87.5,-0.0197519,0.0282293,-0.0176291,0.0367452,0.0879035,0.0637998,-0.012503,0.0337061,0.0213461,-0.0231615
87.6,-0.0190918,0.0291132,-0.0182894,0.0346514,0.0908329,0.0621006,-0.0117277,0.0348069,0.0209394,-0.0238994
87.7,-0.0184129,0.0299712,-0.0189293,0.0326131,0.093848,0.0603325,-0.0109401,0.0358728,0.0205125,-0.0246172
87.8,-0.0177158,0.0308026,-0.0195482,0.0306318,0.096946,0.0584973,-0.0101408,0.0369029,0.0200658,-0.0253143
87.9,-0.0170011,0.0316069,-0.0201453,0.028709,0.100124,0.0565968,-0.00933079,0.0378966,0.0195997,-0.0259903
88,-0.0162693,0.0323834,-0.0207201,0.0268461,0.103379,0.054633,-0.00851075,0.0388528,0.0191146,-0.0266447
88.1,-0.0155211,0.0331315,-0.021272,0.0250442,0.106708,0.0526079,-0.00768152,0.039771,0.0186109,-0.027277
88.2,-0.0147572,0.0338508,-0.0218002,0.0233048,0.110108,0.0505236,-0.00684389,0.0406504,0.018089,-0.0278868
88.3,-0.013978,0.0345406,-0.0223044,0.021629,0.113576,0.0483823,-0.00599869,0.0414903,0.0175493,-0.0284737
88.4,-0.0131844,0.0352004,-0.0227838,0.0200182,0.11711,0.0461864,-0.00514672,0.0422902,0.0169923,-0.0290373
88.5,-0.0123768,0.0358298,-0.0232381,0.0184734,0.120705,0.0439382,-0.0042888,0.0430494,0.0164183,-0.0295771
88.6,-0.0115561,0.0364284,-0.0236668,0.0169959,0.124359,0.0416401,-0.00342575,0.0437674,0.0158278,-0.0300928
88.7,-0.0107228,0.0369956,-0.0240693,0.0155868,0.128068,0.0392947,-0.00255839,0.0444438,0.0152213,-0.030584
88.8,-0.00987757,0.0375311,-0.0244453,0.014247,0.13183,0.0369047,-0.00168753,0.045078,0.0145992,-0.0310504
88.9,-0.00902114,0.0380346,-0.0247943,0.0129778,0.135642,0.0344726,-0.000813986,0.0456697,0.013962,-0.0314917
89,-0.00815417,0.0385056,-0.0251159,0.0117801,0.139499,0.0320013,6.14267e-05,0.0462185,0.01331,-0.0319074
89.1,-0.00727735,0.0389438,-0.02541,0.010655,0.1434,0.0294936,0.000937898,0.046724,0.0126438,-0.0322975
89.2,-0.00639138,0.039349,-0.025676,0.00960345,0.14734,0.0269522,0.00181462,0.0471859,0.0119639,-0.0326615
89.3,-0.00549696,0.0397209,-0.0259138,0.00862639,0.151317,0.0243802,0.00269079,0.0476041,0.0112707,-0.0329992
89.4,-0.00459481,0.0400592,-0.026123,0.00772478,0.155327,0.0217806,0.00356561,0.0479783,0.0105647,-0.0333104
89.5,-0.00368563,0.0403637,-0.0263036,0.00689954,0.159367,0.0191563,0.00443827,0.0483084,0.00984642,-0.0335948
89.6,-0.00277015,0.0406343,-0.0264552,0.00615156,0.163434,0.0165104,0.005308,0.0485942,0.00911636,-0.0338523
89.7,-0.00184911,0.0408707,-0.0265777,0.00548172,0.167525,0.0138461,0.00617401,0.0488356,0.00837502,-0.0340826
89.8,-0.000923237,0.0410729,-0.0266711,0.00489087,0.171636,0.0111665,0.00703552,0.0490326,0.00762294,-0.0342856
89.9,6.71883e-06,0.0412406,-0.0267352,0.00437984,0.175764,0.00847472,0.00789175,0.0491852,0.00686064,-0.0344612
90,0.000940007,0.0413739,-0.02677,0.00394943,0.179906,0.00577407,0.00874194,0.0492934,0.00608867,-0.0346091
90.1,0.00187587,0.0414726,-0.0267754,0.00360044,0.184058,0.00306774,0.00958532,0.0493573,0.00530756,-0.0347294
90.2,0.00281354,0.0415368,-0.0267516,0.00333361,0.188218,0.000358978,0.0104212,0.049377,0.00451789,-0.0348218
90.3,0.00375225,0.0415664,-0.0266984,0.00314969,0.192382,-0.00234894,0.0112487,0.0493526,0.00372023,-0.0348864
90.4,0.00469121,0.0415614,-0.026616,0.00304938,0.196546,-0.00505275,0.0120672,0.0492844,0.00291516,-0.034923
90.5,0.00562964,0.0415219,-0.0265045,0.00303336,0.200708,-0.00774917,0.0128759,0.0491725,0.00210328,-0.0349316
90.6,0.00656675,0.041448,-0.0263641,0.00310227,0.204865,-0.0104349,0.0136741,0.0490173,0.00128518,-0.0349123
90.7,0.00750173,0.0413397,-0.026195,0.00325673,0.209013,-0.0131067,0.0144612,0.048819,0.000461503,-0.0348649
90.8,0.00843379,0.0411972,-0.0259973,0.00349732,0.213148,-0.0157613,0.0152363,0.0485779,-0.000367132,-0.0347895
90.9,0.00936211,0.0410206,-0.0257713,0.00382459,0.217269,-0.0183955,0.0159988,0.0482944,-0.00120008,-0.0346862
91,0.0102859,0.0408102,-0.0255173,0.00423904,0.22137,-0.021006,0.016748,0.0479689,-0.00203667,-0.034555
91.1,0.0112042,0.040566,-0.0252356,0.00474114,0.225451,-0.0235895,0.0174832,0.0476018,-0.00287625,-0.0343959
91.2,0.0121164,0.0402883,-0.0249266,0.00533129,0.229506,-0.0261431,0.0182038,0.0471937,-0.00371812,-0.0342092
91.3,0.0130215,0.0399775,-0.0245905,0.00600988,0.233533,-0.0286634,0.0189091,0.0467449,-0.00456159,-0.0339948
91.4,0.0139187,0.0396336,-0.024228,0.00677722,0.237529,-0.0311474,0.0195984,0.046256,-0.00540594,-0.0337528
91.5,0.0148071,0.0392572,-0.0238393,0.00763356,0.241491,-0.0335921,0.0202711,0.0457276,-0.00625044,-0.0334836
91.6,0.015686,0.0388484,-0.0234249,0.00857912,0.245415,-0.0359945,0.0209265,0.0451603,-0.00709437,-0.0331872
91.7,0.0165544,0.0384076,-0.0229854,0.00961404,0.249299,-0.0383515,0.0215641,0.0445546,-0.00793696,-0.0328638
91.8,0.0174116,0.0379353,-0.0225213,0.0107384,0.253139,-0.0406604,0.0221832,0.0439113,-0.00877744,-0.0325136
91.9,0.0182565,0.0374318,-0.0220332,0.0119522,0.256932,-0.0429183,0.0227833,0.0432309,-0.00961504,-0.032137
92,0.0190885,0.0368975,-0.0215216,0.0132553,0.260676,-0.0451225,0.0233637,0.0425142,-0.010449,-0.031734
92.1,0.0199066,0.0363329,-0.0209871,0.0146477,0.264367,-0.0472702,0.0239239,0.041762,-0.0112784,-0.031305
92.2,0.0207099,0.0357385,-0.0204304,0.0161291,0.268002,-0.049359,0.0244633,0.0409749,-0.0121026,-0.0308503
92.3,0.0214976,0.0351148,-0.0198522,0.0176991,0.271578,-0.0513863,0.0249813,0.0401537,-0.0129206,-0.0303702
92.4,0.0222688,0.0344623,-0.0192531,0.0193574,0.275092,-0.0533497,0.0254774,0.0392993,-0.0137316,-0.029865
92.5,0.0230227,0.0337815,-0.0186338,0.0211035,0.278542,-0.0552469,0.0259512,0.0384124,-0.0145348,-0.0293351
92.6,0.0237584,0.0330731,-0.0179952,0.0229368,0.281924,-0.0570756,0.026402,0.0374939,-0.0153294,-0.0287809
92.7,0.0244751,0.0323376,-0.0173379,0.0248565,0.285236,-0.0588339,0.0268294,0.0365447,-0.0161144,-0.0282027
92.8,0.0251718,0.0315756,-0.0166628,0.0268619,0.288475,-0.0605196,0.0272329,0.0355656,-0.0168889,-0.027601
92.9,0.0258479,0.0307878,-0.0159705,0.028952,0.291637,-0.062131,0.027612,0.0345576,-0.0176522,-0.0269762
93,0.0265023,0.0299748,-0.015262,0.0311258,0.294721,-0.0636662,0.0279663,0.0335215,-0.0184032,-0.0263288
93.1,0.0271344,0.0291374,-0.0145381,0.0333822,0.297723,-0.0651237,0.0282954,0.0324584,-0.0191411,-0.0256593
93.2,0.0277433,0.0282763,-0.0137997,0.0357199,0.300641,-0.0665018,0.0285988,0.0313691,-0.0198651,-0.0249681
93.3,0.0283282,0.0273921,-0.0130475,0.0381375,0.303472,-0.0677993,0.0288762,0.0302547,-0.0205741,-0.0242558
93.4,0.0288882,0.0264857,-0.0122824,0.0406335,0.306213,-0.0690148,0.0291271,0.0291161,-0.0212674,-0.023523
93.5,0.0294227,0.0255578,-0.0115055,0.0432063,0.308863,-0.0701472,0.0293513,0.0279543,-0.0219439,-0.0227702
93.6,0.0299309,0.0246092,-0.0107174,0.045854,0.311418,-0.0711957,0.0295484,0.0267705,-0.0226029,-0.0219979
93.7,0.0304119,0.0236407,-0.00991923,0.0485747,0.313877,-0.0721592,0.029718,0.0255655,-0.0232434,-0.0212069
93.8,0.0308652,0.0226532,-0.00911181,0.0513665,0.316236,-0.0730372,0.0298599,0.0243404,-0.0238644,-0.0203977
93.9,0.0312899,0.0216474,-0.00829607,0.0542272,0.318494,-0.0738291,0.0299738,0.0230964,-0.0244652,-0.0195711
94,0.0316855,0.0206244,-0.00747294,0.0571543,0.320648,-0.0745345,0.0300595,0.0218344,-0.0250449,-0.0187276
94.1,0.0320512,0.019585,-0.00664334,0.0601456,0.322697,-0.075153,0.0301167,0.0205556,-0.0256025,-0.0178679
94.2,0.0323864,0.0185301,-0.00580821,0.0631984,0.324637,-0.0756846,0.0301453,0.019261,-0.0261373,-0.0169929
94.3,0.0326904,0.0174605,-0.00496847,0.0663101,0.326468,-0.0761292,0.030145,0.0179518,-0.0266484,-0.0161032
94.4,0.0329628,0.0163774,-0.00412505,0.0694777,0.328187,-0.0764871,0.0301158,0.016629,-0.0271349,-0.0151995
94.5,0.033203,0.0152815,-0.00327888,0.0726983,0.329792,-0.0767585,0.0300575,0.0152937,-0.0275961,-0.0142827
94.6,0.0334103,0.014174,-0.00243088,0.0759688,0.331282,-0.0769439,0.02997,0.0139471,-0.0280313,-0.0133536
94.7,0.0335845,0.0130557,-0.00158197,0.0792859,0.332655,-0.0770439,0.0298533,0.0125904,-0.0284395,-0.0124129
94.8,0.0337248,0.0119276,-0.000733045,0.0826464,0.333909,-0.0770591,0.0297073,0.0112245,-0.0288201,-0.0114615
94.9,0.0338311,0.0107909,0.000114977,0.0860468,0.335043,-0.0769904,0.029532,0.00985078,-0.0291724,-0.0105003
95,0.0339028,0.00964649,0.000961207,0.0894834,0.336057,-0.0768388,0.0293275,0.00847023,-0.0294957,-0.00953006
95.1,0.0339397,0.00849541,0.00180476,0.0929526,0.336947,-0.0766054,0.0290939,0.00708404,-0.0297893,-0.00855171
95.2,0.0339413,0.0073387,0.00264477,0.0964506,0.337715,-0.0762914,0.0288311,0.00569336,-0.0300526,-0.00756614
95.3,0.0339075,0.00617743,0.00348038,0.0999734,0.338357,-0.0758982,0.0285393,0.00429933,-0.030285,-0.00657427
95.4,0.033838,0.00501264,0.00431074,0.103517,0.338874,-0.0754271,0.0282187,0.00290312,-0.030486,-0.005577
95.5,0.0337326,0.00384541,0.00513502,0.107078,0.339265,-0.0748798,0.0278694,0.00150587,-0.030655,-0.00457529
95.6,0.0335912,0.0026768,0.00595242,0.110651,0.339529,-0.0742578,0.0274918,0.000108738,-0.0307915,-0.00357008
95.7,0.0334136,0.00150788,0.00676212,0.114233,0.339665,-0.073563,0.0270859,-0.00128712,-0.0308952,-0.00256233
95.8,0.0331999,0.000339735,0.00756336,0.117819,0.339674,-0.0727971,0.0266521,-0.00268056,-0.0309656,-0.001553
95.9,0.03295,-0.00082656,0.00835537,0.121404,0.339555,-0.0719621,0.0261907,-0.00407042,-0.0310023,-0.00054307
96,0.0326639,-0.00198993,0.00913742,0.124985,0.339308,-0.07106,0.025702,-0.00545555,-0.031005,0.000466477
96.1,0.0323417,-0.00314929,0.00990878,0.128557,0.338932,-0.0700928,0.0251864,-0.00683481,-0.0309735,0.00147465
96.2,0.0319836,-0.00430356,0.0106688,0.132116,0.338429,-0.0690626,0.0246443,-0.00820705,-0.0309076,0.00248046
96.3,0.0315896,-0.00545168,0.0114167,0.135656,0.337798,-0.0679715,0.0240762,-0.00957113,-0.030807,0.00348291
96.4,0.0311602,-0.00659257,0.0121519,0.139175,0.33704,-0.0668219,0.0234824,-0.0109259,-0.0306716,0.004481
96.5,0.0306954,-0.00772517,0.0128737,0.142666,0.336156,-0.065616,0.0228635,-0.0122703,-0.0305015,0.00547374
96.6,0.0301957,-0.00884842,0.0135816,0.146125,0.335145,-0.064356,0.0222201,-0.0136031,-0.0302964,0.00646012
96.7,0.0296613,-0.00996127,0.0142749,0.149549,0.33401,-0.0630442,0.0215526,-0.0149232,-0.0300565,0.00743915
96.8,0.0290928,-0.0110627,0.0149531,0.152932,0.332751,-0.0616829,0.0208616,-0.0162295,-0.0297818,0.00840985
96.9,0.0284905,-0.0121516,0.0156156,0.15627,0.331368,-0.0602746,0.0201478,-0.017521,-0.0294725,0.00937122
97,0.027855,-0.0132271,0.016262,0.159559,0.329865,-0.0588214,0.0194118,-0.0187965,-0.0291287,0.0103223
97.1,0.0271868,-0.014288,0.0168917,0.162795,0.328241,-0.0573258,0.0186542,-0.0200549,-0.0287507,0.0112621
97.2,0.0264865,-0.0153335,0.0175042,0.165972,0.326498,-0.05579,0.0178757,-0.0212951,-0.0283387,0.0121896
97.3,0.0257548,-0.0163625,0.0180992,0.169088,0.324639,-0.0542164,0.017077,-0.0225162,-0.0278931,0.013104
97.4,0.0249924,-0.017374,0.0186761,0.172137,0.322664,-0.0526072,0.016259,-0.023717,-0.0274143,0.0140043
97.5,0.0241999,-0.0183672,0.0192346,0.175116,0.320576,-0.0509647,0.0154222,-0.0248964,-0.0269026,0.0148895
97.6,0.0233782,-0.0193411,0.0197744,0.17802,0.318378,-0.0492911,0.0145675,-0.0260535,-0.0263586,0.0157588
97.7,0.022528,-0.0202947,0.0202949,0.180847,0.31607,-0.0475886,0.0136957,-0.0271873,-0.0257828,0.0166113
97.8,0.0216502,-0.0212273,0.0207961,0.183591,0.313656,-0.0458593,0.0128077,-0.0282968,-0.0251758,0.0174461
97.9,0.0207458,-0.0221379,0.0212774,0.18625,0.311138,-0.0441053,0.0119042,-0.0293808,-0.0245382,0.0182624
98,0.0198156,-0.0230258,0.0217386,0.18882,0.308518,-0.0423287,0.010986,-0.0304386,-0.0238706,0.0190593
98.1,0.0188605,-0.02389,0.0221796,0.191297,0.3058,-0.0405314,0.0100542,-0.0314692,-0.0231739,0.019836
98.2,0.0178817,-0.0247298,0.0225999,0.193678,0.302985,-0.0387154,0.00910944,-0.0324716,-0.0224487,0.0205918
98.3,0.0168801,-0.0255444,0.0229994,0.195961,0.300078,-0.0368825,0.00815277,-0.0334449,-0.0216959,0.0213259
98.4,0.0158569,-0.0263331,0.0233779,0.198141,0.29708,-0.0350346,0.00718506,-0.0343882,-0.0209163,0.0220376
98.5,0.014813,-0.0270951,0.0237352,0.200217,0.293996,-0.0331735,0.00620723,-0.0353007,-0.0201109,0.0227262
98.6,0.0137497,-0.0278299,0.0240712,0.202185,0.290827,-0.0313008,0.00522023,-0.0361815,-0.0192805,0.0233911
98.7,0.012668,-0.0285366,0.0243856,0.204043,0.287578,-0.0294181,0.00422499,-0.0370298,-0.018426,0.0240315
98.8,0.0115692,-0.0292148,0.0246784,0.205788,0.284251,-0.0275271,0.00322248,-0.0378448,-0.0175486,0.0246469
98.9,0.0104544,-0.0298637,0.0249495,0.207418,0.280851,-0.0256292,0.00221365,-0.0386258,-0.0166493,0.0252367
99,0.00932498,-0.0304829,0.0251987,0.208932,0.277381,-0.0237259,0.00119948,-0.039372,-0.015729,0.0258004
99.1,0.00818205,-0.0310717,0.025426,0.210326,0.273844,-0.0218186,0.000180937,-0.0400826,-0.0147889,0.0263375
99.2,0.00702692,-0.0316297,0.0256313,0.2116,0.270244,-0.0199086,-0.000840988,-0.0407571,-0.0138302,0.0268475
